date,listing_id,reviewer_name,comments
2018-02-10T05:00:00.000Z,19348489,Frank,Isabelle was extremely communicative throughout the entire stay. The location and space was great and I thoroughly enjoyed my time there. Would definitely recommend to anyone looking at booking.
2018-08-05T04:00:00.000Z,19348489,Шамиль,"Everything was great, I really enjoyed my stay in Sydney. Thank so much to Isabelle."
2019-01-12T05:00:00.000Z,19348489,Jonathan,"Isabelle's place is cosy and in a great location with leafy Rushcutter's Bay Park on one side and bustling King's Cross on the other. There are lots of places to eat nearby and the two major supermarkets are not too far away. It's nicely decorated, airy, the bathroom is relatively new and the internet is really quick."
2016-12-05T05:00:00.000Z,12740176,Jaron,"Great place. Perfect for families or adult groups for that matter. Great location. Across road from beach, cafe next door. Great host. Couldn't be more helpful. "
2017-01-06T05:00:00.000Z,12740176,Terry,"Hi Marissa and Damien, thanks so much for the wonderful stay.  Your home was spacious and the times we had 12 people there - it never felt crowded.  The kitchen was well equipped and swimming pool  / trampoline kept the kids entertained.The house was perfect  - we had family from Brisbane and Darwin for a very special and rare Christmas and New Year.The location was perfect, nice and close to beach, an easy walk to movies and local shopping centre.PS: The ocean views from balcony are stunning, and there is nothing better than lying in bed listening to the sounds of the ocean.Once again - thanks so much - Julie and Terry "
2018-01-02T05:00:00.000Z,12740176,Eileen,Marissa's place is lovely. I was delighted to discover that there is a sea view from the main bedroom balcony and a great coffee shop and restaurants across the road. There is lots of space and great for a big family. It is walking distance to the beach. I would recommend this house highly.
2018-12-26T05:00:00.000Z,30479760,Novita,Lower your expectation! :)
2018-12-30T05:00:00.000Z,30479760,Armin,"Contact the host and make sure the air con and other amenities listed are ACTUALLY working and EXIST as I was fooled about the aircon which was broken and he knew it but didnt inform me. Its very similar to a hotel room structure and he is not leaving in the premises, therefore be aware of likely poor communication as for my time he was overseas and couldnt get to him by phone."
2019-01-01T05:00:00.000Z,30479760,Scott,"Rooms are extremely small, the photos on the listing are a little deceiving. The place is fairly close to a few little shops. It is newly renovated and modern but overall the stay was fairly average."
2019-01-06T05:00:00.000Z,30479760,Aria,"The room itself while small was clean, the rest of the apartment was less than abismal regarding cleanliness."
2019-01-21T05:00:00.000Z,30479760,재광,정말 훌륭합니다.신축이라 시멘트가 조금 떨어지기도 하는데 아주 깔끔하고 편리한 숙소였습니다
2019-02-02T05:00:00.000Z,30479760,燕红,"交通很便利,入住体验不错!"
2019-02-25T05:00:00.000Z,30479760,Phoebe,"Perfect location and perfectly furnished, keypad was so handy rather than having a key, quick responses from ken if I ever needed help, very nice and modern would stay here again"
2019-02-26T05:00:00.000Z,30479760,Napassorn,Ken is a superhost and great communication with fast responses.
2016-12-16T05:00:00.000Z,16134812,Wendy,Great Place and Great Host!Definitely recommend staying here!10/10!
2017-11-06T05:00:00.000Z,21421463,Sue,"The location was perfect for our needs and the apartment was quiet.  The check in did not go well as we weren't told which apartment it was and the key had to be collected from another location over 1km away which we didn't know either until we got there, and had sent the uber off.  The listing says there is a key safe but they didn't use it for us.  The host wasn't contactable either despite calling the 24 hr number a couple of times and leaving messages, so the whole process took about an hour and a half.  The apartment is tiny and is more of a bedsit rather than having a separate bedroom.  This also made me wonder about the very expensive $170 cleaning fee."
2017-11-14T05:00:00.000Z,21421463,Jenny,Great apartment with walking distance to bus stops and cafes. The property is very safe with the access control system. Suitable for the girls. Nice and helpful staff.
2017-11-17T05:00:00.000Z,21421463,Danielle,Very clean and well put together apartment. Would suit a longer stay. I was on a business trip so just needed a bed. The location is amazing.  Comfy bed. Lots of additional amenities to make your stay more comfortable.
2017-11-27T05:00:00.000Z,21421463,Melissa,"The apartment was super clean and had a lot of conveniences.  There is no view to speak of but we only slept there so that wasn't such a big deal. Quiet street. Great washer/dryer for use. Good amenities. Beware of the footboard on the bed- it sticks out beyond the mattress and loves to bite your shins. The biggest headache was the check in process; we arrived a bit late and had to check in at a hotel that was kind of far away - especially when dragging our luggage uphill most of the way late at night. Also, do NOT get on the elevator - in our jet lagged state we failed to notice the lettered-wing and got on the elevator only to get stuck for 10 minutes... especially concerning as the emergency button didn't seem to work. You'll be on the first floor; door was open and unlocked when we arrived but for the rest of the visit it was locked when arrived to add to security."
2017-12-08T05:00:00.000Z,21421463,Renee,"Great comfortable little apartment for a business trip.  Full size ironing board and good quality iron was nice.  Later check in meant I had to get the keys from another location which was easy enough, just a little annoying."
2017-12-19T05:00:00.000Z,21421463,Tristan,"I really enjoyed this unit. It was probably the most functional space anyone could have created for a studio. It has everything you need and more. A workplace, living area, kitchen, washer/dryer, balcony, nice bathroom, and plenty of storage space throughout. The only downside is the unit is not equipped with AC. Fortunately they provided two fans which were very helpful and needed. Everything else was perfect and the host did an excellent job communicating and assuring I had a great stay. The location of the unit is within the Darling Harbour area and only a ten-fifteen minute walk from the Central business district. Near a park and many businesses and restaurants. Would recommend it to a couple or single person."
2017-12-29T05:00:00.000Z,21421463,Lylyan,Verything was perfect!
2018-02-10T05:00:00.000Z,21421463,Tim,"Great location, great place."
2018-02-18T05:00:00.000Z,21421463,Neal,"The apartment is fantastic and the stay was one of the easiest experiences I had in terms of check-in/out and overall communications. The surrounding area is nice with the various piers and parks. The apartment was very clean, well decorated and spacious. Would highly recommend for future visitors to the area. Only feedback I can give is that I couldn’t work out access to the gym but that may have been my failure. Other than that, the stay was excellent and responses to any messages were very fast. Thanks!"
2018-03-06T05:00:00.000Z,21421463,Kevin,Location is great. The place is well decked out and true to the advertisement. The sofa bed can use a firmer mattress but the main bed is comfortable .   Satisfied in general .
2018-03-31T04:00:00.000Z,21421463,Gilberto,"The place was clean and equipped with everything, including extra soap and towels, and even a face scrub. Facilities are great, especially the swimming pool. The only downside is that checking in requires picking up the key at a nearby hotel, which took a few minutes"
2018-08-22T04:00:00.000Z,21421463,Damon,"Great, neat flat with everything you need in a beautiful pocket of Sydney."
2018-09-03T04:00:00.000Z,21421463,Kevin,"My parents, both in their seventies, stayed in the apartment for eleven nights.  They were very satisfied and found it to be very comfortable and well furnished.  They did suggest that it would have been helpful if the equipment, e.g. washing machine and coffee machine, had simple instructions on their use.  Also, there was very little cutlery - especially a shortage of spoons.They did appreciate the surrounding quiet environment."
2018-10-06T04:00:00.000Z,21421463,Giselle,"Clean, confortable place in an outstanding location."
2018-10-14T04:00:00.000Z,21421463,Sharna,"An absolute stunning apartment, so stylish and spacey, very modern and great location, everything was very easy with checking in and out l, host was very very helpful!!"
2018-11-08T05:00:00.000Z,21421463,Gerry,"This property has a decent-sized balcony with open or closed shutters and is a terrific space for a quiet sit or a nice breakfast.  The lounge is also decent-sized and has an awesome Smart TV.The bedroom is a ‘nook’ style, behind the full-sized kitchen - which has a large, clean and effective fridge.  So privacy has to be managed, but for a couple this is not an issue.The bathroom is new, modern, roomy and has a larger cnr shower.Everything was provided from toiletries, towels, milk, bikkies, even spare batteries for the remotes.This property is 1 min walk to Star Casino, 3 mins to a full-sized Coles supermarket, 5 mins to Darling Harbour and 15 mins the the city of Sydney.  This was all walking times, not driving.I rented a car from AVIS in the casino and they let me park it for free in the casino for 3 days as well.This is a super apartment for a couple or 2 individuals.  It is very quiet - like dead quiet, but the city noise is heard when the windows and balcony doors are open.  I love that noise, but you hear nothing when they are closed.The pool is large at 30m long, but it is on the opp side of the complex."
2018-11-11T05:00:00.000Z,21421463,Kate,Great location and cute apartment. We really enjoyed our stay and would stay again.
2018-11-17T05:00:00.000Z,21421463,Michael,Very nice appartment !
2018-12-01T05:00:00.000Z,21421463,Maulik,Perfect studio apartment in Pyrmont in Sydney. A short walk from the CBD and the fish market. Very clean and comfortable. One queen/full bed and one sofa bed that sleeps two.
2018-12-21T05:00:00.000Z,21421463,Holly,perfect location for fantastic value!
2019-01-01T05:00:00.000Z,21421463,Javier,Do not book this apartment on summer season. Don’t make the same mistake I did: Note that there is NO AIR CONDITIONING and the apartment gets really warm; it is very hard to sleep. Communication with the host was impossible; still waiting for a “solution”.
2019-02-05T05:00:00.000Z,21421463,Hayley,"Thank you for such an amazing stay. We really enjoyed our time and it was everything we expected. Loved the apartment  and swimming pool was a plus. We only just realised a few days in that there was a bus stop right round the corner from us. This came in very handy. Close to the casino, close to shopping malls, close to a supermarket. Even had Netflix which made our time that much more enjoyable during our downtime. 20min walk to cbd and nearest train station. Only thing I could recommend is having a more powerful fan as we ended up sleeping with the sliding door open. I ended up getting bitten a few times. But other then that was an awesome stay. Thank you for being a lovely host."
2019-02-13T05:00:00.000Z,21421463,Jose Vicente,"Apartment was clean, well equipped and in a good location with bus stops nearby and a 8min walk to the pier."
2019-02-17T05:00:00.000Z,21421463,Angela,"Great location, perfect for the two of us and would defiantly stay there again"
2018-01-01T05:00:00.000Z,16126537,Candice,"Great central spot. Short walk to the fish markets, Casino and Darling Harbour. Everything is at your doorstep."
2019-01-01T05:00:00.000Z,16126537,Liz,Richard’s place was great and accomodated 7 of us very comfortably. Location is perfect near fish market darling harbour beautiful walk to the rocks and circular quay. I could live there forever. Thanks for having the pantry full with useful items and the fridge had a chocolate bar yum. I highly recommend this accommodation Liz
2019-02-17T05:00:00.000Z,16126537,Akihide,Location is good.
2015-06-09T04:00:00.000Z,6228208,Martin,The host canceled this reservation 73 days before arrival. This is an automated posting.
2017-06-09T04:00:00.000Z,18841207,Suzanne,It was close to the airport and very clean. Highly recommended
2017-06-20T04:00:00.000Z,18841207,Phil,A pleasant and hassle-free place to stay. Really good value.
2017-07-09T04:00:00.000Z,18841207,Yong,Very clean room and the May is veryFriendly.
2017-07-17T04:00:00.000Z,18841207,Zhuoshi,May is quite warmhearted and super nice. The room is clean and the mattress is soft which make me home over here.
2017-10-02T04:00:00.000Z,18841207,Erika,"May is a lovely person, I'll recommand her anytime! oh and, her dog daisy is adorable!"
2017-11-12T05:00:00.000Z,18841207,Joanne,"Lovely self contained place with washing machine, TV bathroom. May was very helpful and nice. Good location near restaurants. Unit was very clean. Secure place. I would stay here again."
2018-02-26T05:00:00.000Z,18841207,刘,"房间很干净,可以自己做饭｡距离火车站大约步行20分钟,还是挺方便的｡火车站有大超市｡房间内东西很全｡"
2017-02-12T05:00:00.000Z,17113625,Sylvie&Herve,"Verry good place, good bed , good explainations , we appreciated swiming and jaccuzi after whole day discoverring Sydney, more for young people , so Nice thanks we recommand this place verry cheap and good."
2017-02-14T05:00:00.000Z,17113625,Jane,The host canceled this reservation 2 days before arrival. This is an automated posting.
2017-02-15T05:00:00.000Z,17113625,Garrison,"The place is not too far from Sydney CBD, about 20 minutes walk to central station and $13 one way uber ride. Bus ride to CBD was about $3.80. Air conditioning in the room does not really cool the room properly. It was more like a fan. The building and location was pretty safe. There is a GoGet Pod right in front of the building which is very convenient if you use GoGet. David, the host, was also a very nice and helpful.Overall it was a pretty good place if you're looking for a budget accomodation. Can't really complain for the price."
2017-09-17T04:00:00.000Z,17113625,Daniel,"Good location, 10 minutes walk to the closest buses. This is in a good neighborhood and we felt safe walking in the streets at night. It's close to the airport too, shops and services are all nearby.Hosts were friendly, quiet, and left us to do our own thing, which we all appreciate in a share apartment, and were very happy to help if we had any questions or needed anything. Definitely recommend and there is a host of amenities available if required. Not sure how well the air conditioner works, we used it for heating and it seemed to do the trick, even though we couldn't feel any air pressure. Shower and bathroom are both clean and good. We definitely recommend these hosts."
2017-10-20T04:00:00.000Z,19846740,Matthew,"Great place , very modern, clean , easy to communicate with the hosts , definitely worth a stay"
2017-11-03T04:00:00.000Z,19846740,Jenny,"We found this apartment to be really wonderful to stay in! The view is amazing (although not the water view shown in the photo, which must have been taken from the south side of the building). But wonderful all the same. The apartment faces north You can see a little bit of ocean in the distance ,beyond Manly I guess.  We looked forward to coming home to the apartment every day. So comfortable. It helps to pull the curtains a bit going out for the day so it doesn’t get too hot. There is a great cafe with friendly staff, and good coffee and food in the courtyard below.  It’s called Springtime. There is a bus-stop to shoot into town in about 7 minutes almost directly across the road. Lots of restaurants nearby including a very colourful Mexican one. The directions  to get in if   you are driving, need to be clearer. And it helps to know that it is on level 11  and that the attachment on the key needs to be held near a small box to make the lift go to your level. All in all a magnificent and thoroughly enjoyable stay, and really comfortable beds. "
2017-12-18T05:00:00.000Z,19846740,Mia,Great apartment I’m a great location. Was just a bit disappointed at the lack of utensils in the kitchen and also we clearly stated that we needed a 3rd mattress however although being told there was one there it wasn’t anywhere to be found. Our 4th guest had to sleep on a cot mattress for 2 nights.
2018-01-10T05:00:00.000Z,19846740,Marc,I truly recommend this place.
2018-01-29T05:00:00.000Z,19846740,Joe,"Perfect apartment in a great location and is equipped with cot, change table, high chair and toys for small children."
2018-02-26T05:00:00.000Z,19846740,Sunny,"Good location,bus stop in front of building, 5 mins walk to wolli ."
2018-03-17T04:00:00.000Z,19846740,Rachel,"Wonderful space. Very clean and comfy. Great for kids. Quiet but with amenities and restaurants all very close. Could have used a few more plates and cups, but that’s being picky. We’d absolutely stay here again and recommend it to families."
2018-04-15T04:00:00.000Z,19846740,Alex,"We enjoyed staying in Crows Nest - it's close to the main hub of the suburb and a quick walk to trains to get into the city.  Also, the memory foam mattresses were really comfortable - everyone was saying they slept really well!"
2018-04-27T04:00:00.000Z,19846740,Amin,It’s a beautiful apartment for families with kids. We truly enjoyed our stay and highly recommend this place. The communication was great and we had everything we needed. Thanks Will and Rãchël
2018-05-24T04:00:00.000Z,19846740,Gabriel,"The apartment is great, very spacious, comfortable and in a great location for tourism or business."
2018-06-22T04:00:00.000Z,19846740,Adam,Great location and a lovely apartment with fantastic views. Recommend staying here
2018-07-05T04:00:00.000Z,19846740,Liew,Very spacious apartment with a huge TV in the living room and v comfortable beds :)
2018-07-10T04:00:00.000Z,19846740,Philip,Fantastic location. Close to bus and trains. Nice french pastiserie nearby.
2018-07-14T04:00:00.000Z,19846740,Ruihang,nice place for family with young kids
2018-07-29T04:00:00.000Z,19846740,Kate,"Great and convenient spot to Crows Nest, North Sydney and the Mater Hospital. Clean apartment and comfortable beds."
2018-08-05T04:00:00.000Z,19846740,升旭,整体来说还不错 位置稍微有点偏
2018-09-24T04:00:00.000Z,19846740,Hanan,Had a great stay!
2018-09-26T04:00:00.000Z,19846740,Josie,Convenient location
2018-10-06T04:00:00.000Z,19846740,David,"There are some things you will be pleased with here but the cleanliness, clutter, kitchen facilities, bedding, crockery and plates will not be what you will enjoy, I'm sorry."
2018-10-11T04:00:00.000Z,19846740,Sarah,"Great location and lovely 2 bedroom apartment.Limited storage for guests, and kitchen essentials was limited.Would stay again!!"
2018-10-13T04:00:00.000Z,19846740,Carlos,"Excellent, will definitely stay again when I am back."
2018-11-19T05:00:00.000Z,19846740,Kevin,Would be an ideal one or two night stop over. Lovely beds/sofa and toys for kids. Very little space if you wish to unpack any clothes (even if just one person) not much kitchen ware if you want to prepare meals. So I wouldn't recommend for longer stays although our family of 5 managed for a week.
2018-11-28T05:00:00.000Z,19846740,James,Will and Rachel were amazing. So helpful when we lost our car keys. We didn’t have kids but this is the best place for kids under 6.
2019-01-08T05:00:00.000Z,19846740,Bojena,"Well located but terribly run.The keys were given to me 4h late.The entire place was very dirty.Not even vacuumed.No Space for hanging or even shelf’s for personal staff ,all full of hosts things like if they were living there.Floor in the living area full of plastic toys,which were always in the way.Kitchen sticky, the walls and all.Pantry full of half started smelly ingredients.Under the sofas and the rest of furniture dust,dirt,lost items including old passport,combs etc.Dryer in the laundry with dirt from weeks and weeks.Balcon-more of the same -dirt and storage for the host .I have pictures to show.Never will I look at this place again and I would not recommend it to anyone who doesn’t like filth."
2019-01-16T05:00:00.000Z,19846740,Alice,"Hi,I’m very much aligned with Bojena feedbacks (last guest in jan)! Her comments are Not “unfair” Will and Rachel ...sorry! I confirm, This place is not well run. Maybe the location and the appartement itself are great. But cleanliness please!!!! And There is no excuse of early checkin this time....What is it then ? Anyway, as hosts you have the responsibility of providing a clean and tidy place . And your place is not! I had to clean the place for 2 hours to make it acceptable. I had to do a laundry of my sheets on arrival. The sheets were not even the right size to cover the mattress. We decide not to use the kitchen appliances as they were dirty and had to do take away and restaurant every time! The fridge was so dirty I refused to put food in it. I had to vacuum the floor....and on the top of that they didn’t had any hair dryer (the host asked me to buy one and ask for refund. Yes sure, I’m on holidays and I have to take care of the equipment of your appartement Will...).I have past experiences with Rb’nb that have been fantastic! This experience is such a disappointment in regards.... I’ll make sure to look better at the guests comments in the future.I do not recommend this appartement.Alice"
2019-01-20T05:00:00.000Z,19846740,Ryan,Great location. A comfortable stay. Would recommend without hesitation
2019-02-04T05:00:00.000Z,19846740,Peter,great location with lots of good restaurant around. close to shopping and to the city. some issues with the cleanliness but nothing major. will stay there again in the future
2019-02-17T05:00:00.000Z,19846740,子嫣,"挺不错的,推荐哦"
2018-08-21T04:00:00.000Z,27555785,Becky,"The apartment exceeded our expectation with its view and its modernity, its within walking distance from central station, Chinatown, 10mins walk to Pyrmont bay, and tram stop to fish market. The host replies rather quickly to any request or simply any questions. Most housing appliances were provided. Highly recommended "
2018-09-17T04:00:00.000Z,27555785,Juan,"位置非常非常好｡几天都是靠步行和公交去各个景点的｡公寓干净,房东热情｡"
2018-09-25T04:00:00.000Z,27555785,Jason,非常棒的房子!绝对给你惊喜!
2018-09-27T04:00:00.000Z,27555785,Derek,thank you for providing a nice accomodation for my family trip. better than expected. highly recommend.
2018-10-20T04:00:00.000Z,27555785,Charmaine,Our group of five enjoyed our stay at Cy's place. The location was really great as it was in the middle of Haymarket and easy to get around by foot. Thanks for having us!
2018-11-01T04:00:00.000Z,27555785,XinYu,"房源地理位置很好,房间比想象中大,性价比很高,会向朋友推荐该房源｡"
2018-11-08T05:00:00.000Z,27555785,Tuitamala,3 colleagues and I were in town for 5 nights and the place was home away from home! We loved the space so much! Highly recommended!
2019-01-05T05:00:00.000Z,27555785,Madhu,"Cy provided an excellent place to stay. All amenities were provided, great location, spacious. Quite a new apartment with beautiful views. Lot of restaurants, grocery shops, nearby public transport and walkable to most landmarks. We were a group of 8, and it fit us quite nicely. He even helped us out with a later checkout as per our flight times. Would highly recommend."
2019-01-18T05:00:00.000Z,27555785,James,Great location. value to stay
2019-01-27T05:00:00.000Z,27555785,Marcus,Such a great place to day. Very central and close to everything. Incredible service.
2019-02-03T05:00:00.000Z,27555785,Jenna,Cy was an amazing host who was super understanding when our flight was delayed and we couldn’t check in till 4pm. The location of the place was outstanding with it only being a 10min walk to darling harbour and a 10 minute train ride into the CBD! 10/10 would recommend and stay again!
2019-02-15T05:00:00.000Z,27555785,Eva,It's a convenient and pretty place.
2015-03-25T04:00:00.000Z,5604994,Alyas,"Jared & Diana are 2 very welcoming and kind hosts , they let me book their place on the last minute and was very helpful with the process, they also checked up via SMS as this was my method of contact on anything else we needed on a regular .Their place has absolutely everything all amenities and lots of extras  that makes a comfortable holiday , very good neighborhood as there's a Shopping Mall and  Supermarkets within 1 minute walk .Would definitely be recommending friends and will be going back for a second time ."
2015-04-01T04:00:00.000Z,5604994,Ray,"Incredibly welcoming and friendly host. Apartment very freshly decorated with scented flowers and candle.Very good appliances with ample kitchen utensils and tableware.More than sufficient consumables such as milk, refreshments, bathroom and laundry products.Towels and linen immaculate."
2015-04-07T04:00:00.000Z,5604994,Misho,"Jared and Diana's apartment is immaculate, very clean and right in the middle of town with only 5 floors separating you from all the shops and eateries. The apartment is very modern with all the necessary amenities to make you feel at home and the underground secure parking provides peace of mind. My booking enquiry was responded to within a couple of hours so we were able to book the apartment very quickly. Jared and Diana will make you feel very welcome so if you're looking for a place in and around Rouse Hill don't hesitate in booking this place it's awesome! P. S if you know how to play the piano you'll love It even more :)"
2015-05-11T04:00:00.000Z,5604994,Lisa,"Jared & Diana were wonderful hosts, were easy to communicate with, welcoming and happy to help in any way they could. The apartment is situated above a shopping precinct which was very convenient and was surprisingly very quiet! Highly recommend! "
2015-05-16T04:00:00.000Z,5604994,Nolita,"Jared & Diana were fantastic hosts, very friendly and professional.  The apartment was clean and neat. Everything was provided.The place is very convenient with plenty of shops, cinemas and restaurants below. We will definitely book this place again and highly recommend them."
2015-05-24T04:00:00.000Z,5604994,Viv,"Jared and Diana are the most delightful hosts, that go just that bit further to make your stay special.  The apartment is light a clean and has a beautiful feeling of open space, through the balcony.  There is everything you could possible want here, well equipped and immensely comfortable.   Amazing variety of shops on the door-step as well as access to express buses into the city.  Lovely!"
2015-06-09T04:00:00.000Z,5604994,Dushyant (Dee),"Terrific hosts! Very helpful and down to earth. Lovely apartment! Top location! Great parking space, and no noise apartment, peaceful throughout the day/night. Everything is there that you need. Would definitely stay again."
2015-06-20T04:00:00.000Z,5604994,Douglas,"We had a great 2-week stay at the apartment.  It's in a great location right above the shopping centre.  Nicely furnished, very comfortable and fully equipped. Very clean on arrival and some really nice touches provided by the hosts.  Jared and Diana are great hosts, always replied promptly and gave us a warm welcome.  "
2015-06-26T04:00:00.000Z,5604994,Suzette,Jared and Diana were very accommodating hosts. The location is wonderful with nice shops and restraurants at your doorstep. The apartment is comfortable and very quiet.  I spent 6 nights here and greatly enjoyed my stay!
2015-06-30T04:00:00.000Z,5604994,Robert,Please read the below.
2015-08-31T04:00:00.000Z,5604994,Nan,Jared & Diana are very nice. Thanks for providing us such lovely and comfortable home.  The apartment is very convinent and very quiet. We spent a good  holidays living here.  :) 
2015-09-27T04:00:00.000Z,5604994,Jennifer,"The unit is very comfortable and nicely decorated. You could stay one night or a month in complete comfort. The bed is very comfortable but I would like to suggest there was an option of another pillow. My husband only uses one, but I need two. That is only a personal thing.  The position is fantastic, and you would never get bored.  There is every shop imaginable, cinemas and white we were staying, there was a hot rod/vintage care show on  in the main street, with live entertainment. We highly recommend the unit and its position to anyone visiting the hills district of Sydney. Jared and Diana are lovely."
2015-10-05T04:00:00.000Z,5604994,Chris,"Jared and Diana were great, they were very flexible and keen on making sure everything went well with my stay.  The apartment was perfect,  very nicely furnished and in great location.  I would definitely stay again and would recommend it to others"
2015-10-11T04:00:00.000Z,5604994,Stewart,"Diana welcomed us at the apartment, showed us how to enter and leave the complex. Garage underneath and shops also under the apartments easily accessible. Apartment was as described. We were entirely satisfied and would return .Apartment itself very clean with all facilities you would require."
2016-04-22T04:00:00.000Z,5604994,Home Blinds,"The host was sensational. Diana was super helpful, super friendly and stayed in touch throughout our stay to ensure all went to plan. Highly recommended, and we will definitely stay again."
2016-06-21T04:00:00.000Z,5604994,Emma,"This was my first Airbnb experience and it was absolutely perfect! A huge thank you to Diana and Jared, who are were excellent hosts - communicative, thoughtful and warm.  I was made to feel incredibly comfortable in their home and I loved every bit of my stay.  Diana gave me clear instructions on how to find the place and communicated really well in the lead up to my arrival, making the transition smooth and stress free. I loved the little touches.  There were chocolates and water left out on the bed, milk and juice in the fridge and beautiful candles lit for my arrival.  I immediately felt right at home.  The unit is modern, comfortable and in a truly amazing location.  The Rouse Hill shopping precinct has every shop you would need and you literally step out the door and you are right in the thick of it.  The furnishings are modern yet comfortable, and the property is equipped with all the little things that you need for a week away (everything from laundry powder to salt & pepper shakers).  Thank you so much for your wonderful hospitality guys!"
2016-07-10T04:00:00.000Z,5604994,Yvonne,Diana was so welcoming. She added little touches like Irish teabag and milk and chocolate to mention a few. She thought of everything.  Such a fantastic host. Always at the end of the phone if you needed her. Definitely would stay again.
2016-12-13T05:00:00.000Z,5604994,Errol,"Great accommodation, clean with all you could want to make your stay pleasant, great high speed broadband, close to the shops and restaurants.  Diana met us to check us in, nice touch with some juice a a chocolate on our bed.  Secure building with nice balcony on the top floor.  You don't need more than this..."
2017-01-05T05:00:00.000Z,5604994,Eileen,"We have just had 16 nights at Jared and Diana's apartment and perhaps the best compliment we can pay is that we did not want to leave as it had become to feel like home. It is a beautiful, spacious place, very well equipped with all you need to live there like a local. Being on the top floor there are good views across the lake and you hardly know that the shops are only a few steps away from the main door. We found having all the shopping facility and restaurants so available was a real bonus.Diana communicated very well prior to arrival and was at the apartment to meet us. A delightful lady who was most friendly and welcoming. There were provisions in the fridge, chocolates on the table and a beautiful vase of flowers all helping to give the feeling of home from home. She was always available on the phone if we had any questions.The car parking space below proved very useful too.We loved Rouse Hill and when we return we will definitely be looking to stay at Jared and Diana's apartment again."
2017-04-15T04:00:00.000Z,5604994,Melissa,"Awesome place. Would definitely recommend. Lovely couple, lovely home. "
2017-04-22T04:00:00.000Z,5604994,Ammar,It's a very lovely place and I really enjoyed it there. Jared and Diana are very welcoming
2017-04-28T04:00:00.000Z,5604994,Darryl,"I had a pleasant stay, in Jared and Diana's lovely top floor apartment. My only concern was that I couldn't stay longer !Well located and central, a great place to stay.Thanks Guys. !"
2017-05-11T04:00:00.000Z,5604994,Elliot,"The apartment is exactly as described and pictured. Check in and check out was simple and all communications were clear. The bed is very comfortable and the apartment is quiet and fully equipped with all you would need. It sits 5 floors above the shops, which means it only take a couple of minutes to get to either Coles or Woolworths and there are also a great cross section of restaurants and take aways if you don't feel like cooking. Secure car park is handy also. "
2017-05-22T04:00:00.000Z,5604994,Belinda,Jared & Diana were fantastic to deal with and accommodating with our request.  The location is central to everything you need at Rouse Hill.  A very pleasant experience.
2017-07-08T04:00:00.000Z,5604994,Sal,"The apartment was very well positioned and was very comfortable to stay in. Diana was really responsive and helped us throughout the week. I would highly recommend this apartment for anyone who is traveling near the area, thank you Diana."
